관리_건축물대장_PK,관리_상위_건축물대장_PK,새주소_지상지하_코드,주소,지상층수,지하층수,승강기_수,주건축물수,세대수,가구수,동명칭,호_명,층_구분_코드_x,층_구분_코드_y,층_번호,면적,용적율,주차_대수,y,x,업종_idx
11710-100226275,11710-100226203,지상,서울특별시 송파구 올림픽로 145,,,,,,,상가,A45,지하,20.0,0.0,30.001,0.0,0.0,127.0870103,37.5119636,13
11710-100226219,11710-100226203,지상,서울특별시 송파구 올림픽로 145,,,,,,,상가,3A32,지상,20.0,0.0,33.24,0.0,0.0,127.0870103,37.5119636,13
11440-27782,,지상,서울특별시 마포구 성미산로31길 11-10,1.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9252191,37.5648584,13
11710-100226485,11710-100226203,지상,서울특별시 송파구 올림픽로 145,,,,,,,상가,1A63,지상,20.0,1.0,34.43,0.0,0.0,127.0870103,37.5119636,13
11500-16511,,지상,서울특별시 강서구 강서로5나길 82,6.0,1.0,1.0,,,,,,,,,,359.1,6.0,126.8436875,37.5285686,13
11680-1000000000000001585277,,지상,서울특별시 강남구 도산대로45길 18-2,4.0,3.0,2.0,,,,,,,,,,140.93,11.0,127.0356782,37.5236243,13
11680-1000000000000001560847,,지상,서울특별시 강남구 봉은사로20길 27,2.0,2.0,1.0,,,,,,,,,,98.17,11.0,127.0320184,37.5049311,13
11680-1000000000000001370499,,지상,서울특별시 강남구 언주로107길 33,4.0,4.0,1.0,,,,,,,,,,148.4987,11.0,127.0365234,37.5070543,13
11710-100226557,11710-100226203,지상,서울특별시 송파구 올림픽로 145,,,,,,,상가,1A20,지상,20.0,1.0,41.8688,0.0,0.0,127.0870103,37.5119636,13
11500-19783,,지상,서울특별시 강서구 공항대로3길 5,1.0,0.0,0.0,,,,,,,,,,0.0,0.0,126.8099116,37.5618803,13
11440-19825,,지상,서울특별시 마포구 양화로 113,9.0,2.0,1.0,,,,,,,,,,0.0,16.0,126.9193108,37.5539419,13
11680-17091,,지상,서울특별시 강남구 봉은사로68길 57,5.0,0.0,1.0,,,,,,,,,,274.99,6.0,127.0528605,37.5088499,13
11710-100226203,,지상,서울특별시 송파구 올림픽로 145,5.0,3.0,4.0,,,,,,,,,,238.86,0.0,127.0870103,37.5119636,13
11170-27419,,지상,서울특별시 용산구 이태원로19길 6-6,3.0,1.0,0.0,,,,,,,,,,188.66,0.0,126.9922281,37.5347345,13
11710-100226274,11710-100226203,지상,서울특별시 송파구 올림픽로 145,,,,,,,상가,A44,지하,40.0,0.0,66.995,0.0,0.0,127.0870103,37.5119636,13
11620-1000000000000001469224,,지상,서울특별시 관악구 난곡로34길 3-6,8.0,1.0,1.0,,,,,,,,,,299.44,7.0,126.9196067,37.4728524,13
11710-100226273,11710-100226203,지상,서울특별시 송파구 올림픽로 145,,,,,,,상가,A43-2,지하,40.0,0.0,2.106,0.0,0.0,127.0870103,37.5119636,13
11590-12278,,지상,서울특별시 동작구 상도로 200,1.0,0.0,0.0,,,,,,,,,,93.63,0.0,126.940752,37.5049363,13
11110-13755,,지상,이화동 9-59,2.0,0.0,0.0,,,,,,,,,,28.5,0.0,127.0082053,37.5780008,13
11650-100218653,,지상,서울특별시 서초구 강남대로53길 7,14.0,6.0,3.0,,,,,,,,,,783.68,32.0,127.0282717,37.4942611,13
11680-1000000000000001328782,,지상,서울특별시 강남구 삼성로107길 12,7.0,1.0,1.0,,,,,,,,,,248.9556,5.0,127.0528851,37.5114952,13
11710-100226493,11710-100226203,지상,서울특별시 송파구 올림픽로 145,,,,,,,상가,2A12,지상,10.0,1.0,22.26,0.0,0.0,127.0870103,37.5119636,13
11110-25646,,지상,서울특별시 종로구 종로14길 9,5.0,1.0,1.0,,,,,,,,,,385.95,0.0,126.9870878,37.5696632,13
11710-100224884,11710-100224773,지상,서울특별시 송파구 양재대로72길 5,,,,,,,,101동 1403호,지상,40.0,0.0,17.87,0.0,0.0,127.1276172,37.5103522,13
11545-17397,,지상,서울특별시 금천구 시흥대로 78,3.0,1.0,0.0,,,,,,,,,,86.72,0.0,126.9038018,37.4409474,13
11530-7544,,지상,서울특별시 구로구 구로동로35가길 10-3,2.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.8820813,37.494413,13
11440-29071,,지상,서울특별시 마포구 성미산로17길 105-4,3.0,1.0,0.0,,,,,,,,,,142.3,0.0,126.9168589,37.5662237,13
11710-100226556,11710-100226203,지상,서울특별시 송파구 올림픽로 145,,,,,,,상가,1A18,지상,20.0,1.0,53.4188,0.0,0.0,127.0870103,37.5119636,13
11590-7077,,지상,서울특별시 동작구 사당로 222,4.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9723695,37.4838386,13
11380-34934,,지상,서울특별시 은평구 가좌로 296,4.0,1.0,0.0,,,,,,,,,,175.73,0.0,126.9117444,37.5947025,13
11500-100202456,11500-100202454,지상,서울특별시 강서구 화곡로20길 19-6,,,,,,,동원빌라,201호,지상,40.0,0.0,5.45,0.0,0.0,126.8368568,37.5394195,13
11680-100200827,,지상,서울특별시 강남구 언주로 314,5.0,2.0,2.0,,,,,,,,,,229.86,39.0,127.0464332,37.4958583,13
11710-100226555,11710-100226203,지상,서울특별시 송파구 올림픽로 145,,,,,,,상가,1A17,지상,20.0,1.0,45.7038,0.0,0.0,127.0870103,37.5119636,13
11710-100226561,11710-100226203,지상,서울특별시 송파구 올림픽로 145,,,,,,,상가,1A25,지상,20.0,2.0,110.293,0.0,0.0,127.0870103,37.5119636,13
11710-100226554,11710-100226203,지상,서울특별시 송파구 올림픽로 145,,,,,,,상가,1A14,지상,20.0,1.0,53.2413,0.0,0.0,127.0870103,37.5119636,13
11710-100226560,11710-100226203,지상,서울특별시 송파구 올림픽로 145,,,,,,,상가,1A24,지상,20.0,2.0,79.21,0.0,0.0,127.0870103,37.5119636,13
11680-19411,,지상,서울특별시 강남구 가로수길 54,2.0,1.0,0.0,,,,,,,,,,117.2,0.0,127.022945,37.5215902,13
11710-100226223,11710-100226203,지상,서울특별시 송파구 올림픽로 145,,,,,,,상가,A92,지하,20.0,0.0,301.34,0.0,0.0,127.0870103,37.5119636,13
11650-15575,,지상,서울특별시 서초구 반포대로 77,7.0,3.0,1.0,,,,,,,,,,315.21,33.0,127.0094992,37.4871029,13
11680-19547,,지상,서울특별시 강남구 삼성로81길 28-2,4.0,1.0,0.0,,,,,,,,,,162.3,3.0,127.0553606,37.5043461,13
11680-19810,,지상,서울특별시 강남구 압구정로50길 14,2.0,1.0,0.0,,,,,,,,,,115.44,2.0,127.0378835,37.5274217,13
11710-100226222,11710-100226203,지상,서울특별시 송파구 올림픽로 145,,,,,,,상가,5B23,지상,20.0,0.0,39.0,0.0,0.0,127.0870103,37.5119636,13
11710-100226220,11710-100226203,지상,서울특별시 송파구 올림픽로 145,,,,,,,상가,5B24,지상,20.0,0.0,21.6,0.0,0.0,127.0870103,37.5119636,13
11710-100226221,11710-100226203,지상,서울특별시 송파구 올림픽로 145,,,,,,,상가,A17,지하,20.0,0.0,26.28,0.0,0.0,127.0870103,37.5119636,13
11650-7712,11650-32,지상,서울특별시 서초구 과천대로 946,5.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9821689,37.4750183,13
11650-16955,,지상,서울특별시 서초구 서초대로 331,6.0,1.0,1.0,,,,,,,,,,277.98,7.0,127.0176552,37.4951577,13
11710-100226256,11710-100226203,지상,서울특별시 송파구 올림픽로 145,,,,,,,상가,4B05,지상,40.0,0.0,1.068,0.0,0.0,127.0870103,37.5119636,13
11650-100288456,,지상,서울특별시 서초구 사임당로 158,5.0,3.0,3.0,,,,,,,,,,244.17,99.0,127.0271768,37.4918503,13
11680-1000000000000000399486,,지상,서울특별시 강남구 삼성로64길 49,6.0,0.0,1.0,,,,,,,,,,188.35,6.0,127.064258,37.5010549,13
11710-100226570,11710-100226203,지상,서울특별시 송파구 올림픽로 145,,,,,,,상가,2A61,지상,40.0,0.0,11.9741,0.0,0.0,127.0870103,37.5119636,13
11710-100226569,11710-100226203,지상,서울특별시 송파구 올림픽로 145,,,,,,,상가,1A33,지상,40.0,0.0,0.4186,0.0,0.0,127.0870103,37.5119636,13
11200-19579,,지상,서울특별시 성동구 서울숲2길 11-13,2.0,1.0,0.0,,,,,,,,,,97.67,0.0,127.0399713,37.5476895,13
11710-18487,,지상,서울특별시 송파구 마천로 2,5.0,1.0,0.0,,,,,,,,,,0.0,6.0,127.121234,37.5103124,13
11710-19447,,지상,서울특별시 송파구 백제고분로39길 36,3.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.1034134,37.5073263,13
11710-100226494,11710-100226203,지상,서울특별시 송파구 올림픽로 145,,,,,,,상가,2A10,지상,10.0,1.0,11.87,0.0,0.0,127.0870103,37.5119636,13
11710-100226568,11710-100226203,지상,서울특별시 송파구 올림픽로 145,,,,,,,상가,1A30,지상,10.0,3.0,5.4403,0.0,0.0,127.0870103,37.5119636,13
11710-100226567,11710-100226203,지상,서울특별시 송파구 올림픽로 145,,,,,,,상가,1A29,지상,40.0,0.0,13.9488,0.0,0.0,127.0870103,37.5119636,13
11215-26419,,지상,서울특별시 광진구 능동로 243-1,5.0,1.0,1.0,,,,,,,,,,248.74,8.0,127.0764449,37.5520704,13
11215-1000000000000001524330,,지상,서울특별시 광진구 자양로42길 8,5.0,0.0,1.0,,,,,,,,,,221.45,4.0,127.0905595,37.5491972,13
11230-165,,지상,서울특별시 동대문구 장안벚꽃로 107,,,,25.0,2264.0,0.0,,,,,,,308.12,2990.0,127.0747898,37.5694827,13
11230-36524,,지상,서울특별시 동대문구 휘경로 33-6,2.0,1.0,0.0,,,,,,,,,,121.52,0.0,127.0637405,37.595195,13
11230-10458,,지상,서울특별시 동대문구 난계로26길 69,2.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.0271646,37.5712901,13
11500-22705,,지상,서울특별시 강서구 화곡로 241,3.0,1.0,0.0,,,,,,,,,,65.13,2.0,126.8451568,37.5466824,13
11500-28787,,지상,서울특별시 강서구 강서로5나길 109,3.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.8419059,37.5279689,13
11530-100263887,,지상,서울특별시 구로구 연동로 197,5.0,2.0,1.0,,,,,,,,,,249.9,17.0,126.8227053,37.4787986,13
11200-4728,,지상,서울특별시 성동구 무학로10길 18-1,5.0,1.0,0.0,,,,,,,,,,249.41,5.0,127.0328437,37.5658434,13
11200-1000000000000001628885,,지상,서울특별시 성동구 왕십리로10길 9-2,8.0,2.0,1.0,,,,,,,,,,399.71,8.0,127.045804,37.5469272,13
11200-399,,지상,송정동 73-36,,,,33.0,0.0,0.0,,,,,,,4.63,0.0,127.0565754,37.555803,13
11500-100359654,,지상,서울특별시 강서구 방화대로31길 2,6.0,1.0,0.0,,,,,,,,,,248.74,6.0,126.8162696,37.5682315,13
11290-100191207,,지상,서울특별시 성북구 고려대로24길 3-28,6.0,0.0,1.0,,,,,,,,,,240.76,5.0,127.0297364,37.5853997,13
11500-11371,,지상,화곡동 1119-11,7.0,1.0,1.0,,,,,,,,,,0.0,10.0,126.8516714,37.5528245,13
11260-1000000000000001368525,,지상,서울특별시 중랑구 면목로45길 3-2,5.0,1.0,1.0,,,,,,,,,,250.79,3.0,127.0882307,37.5816424,13
11215-23626,,지상,서울특별시 광진구 동일로30길 49,1.0,0.0,0.0,,,,,,,,,,0.0,0.0,127.0700568,37.5475804,13
11215-15007,,지상,서울특별시 광진구 광나루로56길 85,39.0,6.0,34.0,,,,,,,,,,579.97,2184.0,127.0957093,37.5357263,13
11215-11231,,지상,서울특별시 광진구 자양로 246,3.0,1.0,0.0,,,,,,,,,,0.0,4.0,127.0892327,37.548347,13
11530-100196298,,지상,서울특별시 구로구 부일로17길 5,3.0,0.0,0.0,,,,,,,,,,177.45,2.0,126.8346797,37.4935822,13
11530-1000000000000001560629,,지상,서울특별시 구로구 연동로13길 7,5.0,1.0,1.0,,,,,,,,,,183.931,11.0,126.8217125,37.48412,13
11440-1000000000000001410251,,지상,서울특별시 마포구 성미산로23안길 20-12,3.0,0.0,0.0,,,,,,,,,,170.04,1.0,126.9214849,37.5658213,13
11215-13903,,지상,서울특별시 광진구 뚝섬로67가길 2,4.0,1.0,0.0,,,,,,,,,,0.0,2.0,127.0907537,37.5349225,13
11230-7366,,지상,서울특별시 동대문구 회기로13길 9,4.0,1.0,0.0,,,,,,,,,,185.72,4.0,127.0508038,37.5919448,13
11200-100248057,,지상,서울특별시 성동구 광나루로11길 20,5.0,0.0,1.0,,,,,,,,,,199.57,3.0,127.0666794,37.5496478,13
11200-10314,,지상,서울특별시 성동구 마조로 11,3.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.0406513,37.5588737,13
11215-100189003,,지상,서울특별시 광진구 긴고랑로 60,6.0,0.0,1.0,,,,,,,,,,199.08,7.0,127.0826965,37.5619031,13
11200-12393,,지상,서울특별시 성동구 무수막길 95,3.0,1.0,0.0,,,,,,,,,,127.72,0.0,127.0198328,37.5542304,13
11260-100259630,,지상,서울특별시 중랑구 동일로91길 23,,,,5.0,453.0,0.0,,,,,,,299.99,557.0,127.0789239,37.5821919,13
11215-17104,,지상,서울특별시 광진구 능동로 31,3.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.0677507,37.534267,13
11740-17805,,지상,서울특별시 강동구 상암로5길 49,3.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.1275853,37.5525965,13
11530-19348,,지상,서울특별시 구로구 경인로31길 98,5.0,1.0,0.0,,,,,,,,,,251.24,9.0,126.8485453,37.5015105,13
11545-100187097,11545-100186865,지상,서울특별시 금천구 가산디지털2로 53,,,,,,,한라시그마밸리,1803,지상,20.0,0.0,63.8,0.0,0.0,126.8811478,37.4729729,13
11530-6424,,지상,서울특별시 구로구 구로동로 10,4.0,1.0,0.0,,,,,,,,,,218.86,9.0,126.8875085,37.4827691,13
11230-14266,,지상,서울특별시 동대문구 회기로 121-1,2.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.0502333,37.5916178,13
11740-100297902,,지상,서울특별시 강동구 고덕로83길 32,4.0,0.0,1.0,,,,,,,,,,189.73,3.0,127.1688302,37.5585019,13
11350-15078,,지상,서울특별시 노원구 동일로217가길 27,5.0,1.0,0.0,,,,,,,,,,288.49,6.0,127.058857,37.6532128,13
11410-6132,,지상,서울특별시 서대문구 북아현로4가길 35-18,4.0,1.0,0.0,,,,,,,,,,198.13,13.0,126.9600067,37.5587539,13
11200-19596,,지상,서울특별시 성동구 서울숲2길 16-12,2.0,1.0,0.0,,,,,,,,,,114.45,1.0,127.0401552,37.5469645,13
11740-1000000000000001506387,,지상,서울특별시 강동구 성내로 17,7.0,2.0,1.0,,,,,,,,,,245.08,30.0,127.1226143,37.5303362,13
11230-35221,,지상,서울특별시 동대문구 장한로 124,4.0,1.0,0.0,,,,,,,,,,220.44,5.0,127.0715273,37.5714038,13
11140-6922,,지상,서울특별시 중구 창경궁로 28-28,4.0,1.0,0.0,,,,,,,,,,410.87,0.0,126.9988462,37.5651872,13
11710-13772,,지상,서울특별시 송파구 오금로11길 22,5.0,1.0,0.0,,,,,,,,,,0.0,7.0,127.1096733,37.5147856,13
11710-11426,,지상,서울특별시 송파구 거마로 47,5.0,1.0,0.0,,,,,,,,,,0.0,5.0,127.1459739,37.497279,13
11290-100253538,,지상,서울특별시 성북구 돌곶이로8길 22,,,,15.0,1091.0,0.0,,,,,,,244.51,1308.0,127.0628977,37.6063625,13
11710-23870,,지상,서울특별시 송파구 동남로4길 31,3.0,1.0,0.0,,,,,,,,,,0.0,2.0,127.1249962,37.4874091,13
11710-22645,,지상,서울특별시 송파구 백제고분로41길 6-7,5.0,1.0,1.0,,,,,,,,,,198.2,5.0,127.1088635,37.5070094,13
11320-6165,,지상,서울특별시 도봉구 도당로13길 19,4.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.0351491,37.6655682,13
11215-1000000000000001488056,,지상,서울특별시 광진구 천호대로 522,5.0,0.0,2.0,,,,,,,,,,158.41,9.0,127.0761253,37.5581085,13
11710-4835,,지상,서울특별시 송파구 올림픽로32길 58-7,3.0,1.0,0.0,,,,,,,,,,170.75,5.0,127.1125508,37.5117772,13
11320-13222,,지상,서울특별시 도봉구 덕릉로 239,4.0,1.0,0.0,,,,,,,,,,193.56,12.0,127.0382591,37.6392153,13
11710-100225874,11710-100225793,지상,서울특별시 송파구 올림픽로35길 10,,,,,,,상가B동,502,지상,20.0,1.0,42.24,0.0,0.0,127.1132814,37.5203138,13
11590-100256763,11590-100255913,지상,서울특별시 동작구 여의대방로22길 121,2.0,1.0,2.0,,,,,,,,,,0.0,0.0,126.9252861,37.4983519,13
11170-25570,,지상,서울특별시 용산구 원효로83길 5-8,2.0,1.0,0.0,,,,,,,,,,62.71,0.0,126.9676722,37.539794,13
11560-27,,지상,영등포동4가 428-17,,,,2.0,0.0,1.0,,,,,,,0.0,0.0,126.9041516,37.5160465,13
11560-30676,,지상,서울특별시 영등포구 대림로 152,4.0,1.0,0.0,,,,,,,,,,213.93,9.0,126.9004792,37.494559,13
11680-22488,,지상,서울특별시 강남구 논현로38길 46-3,4.0,1.0,0.0,,,,,,,,,,183.53,1.0,127.0454728,37.4855816,13
11620-1000000000000001629809,,지상,서울특별시 관악구 신림동5길 4-10,8.0,1.0,1.0,,,,,,,,,,390.16,0.0,126.926828,37.4869443,13
11215-18080,,지상,서울특별시 광진구 자양로13길 80,3.0,1.0,0.0,,,,,,,,,,146.65,1.0,127.08057,37.533327,13
11620-7516,,지상,서울특별시 관악구 남부순환로 1784,3.0,1.0,0.0,,,,,,,,,,86.75,0.0,126.9484497,37.48142,13
11620-5380,,지상,서울특별시 관악구 신림로 148,3.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9337948,37.4724015,13
11545-652,,지상,서울특별시 금천구 가산디지털1로 42,,,,7.0,0.0,0.0,,,,,,,136.78,145.0,126.8868736,37.4702001,13
11620-14463,,지상,서울특별시 관악구 난곡로26길 34,4.0,1.0,0.0,,,,,,,,,,213.83,4.0,126.921612,37.4700109,13
11620-175,,지상,서울특별시 관악구 청룡16길 25,,,,3.0,0.0,0.0,,,,,,,119.53,75.0,126.9442638,37.4763174,13
11620-20364,,지상,서울특별시 관악구 남부순환로 1594-1,3.0,1.0,0.0,,,,,,,,,,152.17,0.0,126.9278797,37.4837833,13
11620-22055,,지상,서울특별시 관악구 관악로 165,10.0,3.0,1.0,,,,,,,,,,464.49,16.0,126.9521225,37.4800778,13
11650-12367,,지상,서울특별시 서초구 서래로5길 34,2.0,1.0,0.0,,,,,,,,,,94.69,1.0,126.9963271,37.4980252,13
11560-100264588,,지상,서울특별시 영등포구 도림로 144,7.0,4.0,3.0,,,,,,,,,,359.92,99.0,126.8982249,37.4932685,13
11650-1000000000000001475292,,지상,서울특별시 서초구 방배중앙로 181,4.0,2.0,1.0,,,,,,,,,,198.83,14.0,126.9856565,37.4951078,13
11290-100200497,11290-100200393,지상,서울특별시 성북구 길음로13길 22,0.0,3.0,3.0,,,,,,,,,,0.0,0.0,127.0192671,37.6092194,13
11530-9503,,지상,서울특별시 구로구 중앙로 77,2.0,1.0,0.0,,,,,,,,,,106.62,3.0,126.8612434,37.5043059,13
11620-31634,,지상,서울특별시 관악구 신림로 311,4.0,1.0,1.0,,,,,,,,,,222.55,0.0,126.929682,37.4821517,13
11620-13144,,지상,서울특별시 관악구 신림로 322-1,3.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9301195,37.4831595,13
11590-100260373,,지상,서울특별시 동작구 상도로 360,5.0,1.0,1.0,,,,,,,,,,241.21,5.0,126.9530498,37.4965065,13
11440-4569,,지상,서울특별시 마포구 신촌로 230,5.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9511218,37.5568759,13
11440-11994,,지상,서울특별시 마포구 토정로31길 57-14,1.0,0.0,0.0,,,,,,,,,,0.0,0.0,126.9439965,37.5437449,13
11290-5655,11290-1377,지상,서울특별시 성북구 성북로4길 52,7.0,1.0,2.0,,,,,,,,,,281.28,56.0,127.0104756,37.5958787,13
11305-12336,,지상,서울특별시 강북구 삼양로 168,3.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.0214936,37.6188813,13
11305-24788,11305-285,지상,서울특별시 강북구 인수봉로 135,3.0,0.0,0.0,,,,,,,,,,89.64,2.0,127.0135248,37.6317941,13
11305-29964,,지상,서울특별시 강북구 삼양로141길 4,2.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.0128815,37.650406,13
11620-100195239,,지상,서울특별시 관악구 신림로64길 39,9.0,0.0,1.0,,,,,,,,,,478.85,7.0,126.9319126,37.4853054,13
11440-27765,,지상,서울특별시 마포구 성미산로31길 11,1.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9253767,37.5645114,13
11440-100266843,,지상,서울특별시 마포구 월드컵북로48길 29-5,8.0,2.0,1.0,,,,,,,,,,249.54,32.0,126.8949786,37.577307,13
11440-100261483,,지상,서울특별시 마포구 양화로 147,11.0,6.0,4.0,,,,,,,,,,498.97,124.0,126.9220541,37.556049,13
11590-22183,,지상,서울특별시 동작구 동작대로17길 6-5,6.0,0.0,0.0,,,,,,,,,,295.49,3.0,126.9812858,37.4831285,13
11500-14540,,지상,서울특별시 강서구 강서로10길 5,1.0,1.0,0.0,,,,,,,,,,51.4,0.0,126.848048,37.5303361,13
11440-1000000000000001623119,,지상,서울특별시 마포구 토정로4길 14,3.0,0.0,0.0,,,,,,,,,,140.65,0.0,126.9148726,37.5450844,13
11500-7707,,지상,서울특별시 강서구 곰달래로 154,4.0,1.0,0.0,,,,,,,,,,176.17,4.0,126.8500212,37.5305846,13
11380-100251598,11380-100251437,지상,서울특별시 은평구 연서로46길 7,1.0,0.0,0.0,,,,,,,,,,0.0,0.0,126.9337754,37.6342919,13
11590-30771,,지상,서울특별시 동작구 대림로 40-1,3.0,1.0,0.0,,,,,,,,,,153.6,2.0,126.9089767,37.4875844,13
11560-13732,11560-498,지상,문래동2가 30-1,1.0,0.0,0.0,,,,,,,,,,0.0,0.0,126.8923185,37.5115866,13
11500-23095,,지상,서울특별시 강서구 까치산로4길 10,2.0,0.0,0.0,,,,,,,,,,0.0,0.0,126.8440602,37.5420694,13
11500-23294,,지상,서울특별시 강서구 까치산로4길 21,5.0,1.0,0.0,,,,,,,,,,257.18,8.0,126.8446979,37.5418206,13
11500-23759,,지상,서울특별시 강서구 강서로45라길 55,5.0,0.0,0.0,,,,,,,,,,276.51,5.0,126.8343451,37.5502236,13
11500-27094,,지상,서울특별시 강서구 강서로 26,3.0,1.0,0.0,,,,,,,,,,141.62,3.0,126.8479536,37.5303254,13
11590-19782,,지상,서울특별시 동작구 동작대로23길 15,5.0,1.0,0.0,,,,,,,,,,258.21,5.0,126.9809108,37.4841048,13
11170-12549,,지상,서울특별시 용산구 보광로 128,6.0,1.0,0.0,,,,,,,,,,258.09,4.0,126.9941891,37.5341446,13
11680-11992,,지상,서울특별시 강남구 도산대로81길 19,7.0,1.0,1.0,,,,,,,,,,279.36,7.0,127.0474022,37.5256399,13
11680-12115,,지상,서울특별시 강남구 도산대로75길 28,6.0,1.0,1.0,,,,,,,,,,215.29,6.0,127.0454291,37.5260025,13
11680-13614,,지상,서울특별시 강남구 봉은사로68길 11,5.0,1.0,0.0,,,,,,,,,,276.8,8.0,127.0503855,37.5112153,13
11680-11474,,지상,서울특별시 강남구 논현로71길 21,5.0,1.0,1.0,,,,,,,,,,0.0,0.0,127.0378737,37.4945471,13
11710-14642,,지상,잠실동 27-10,2.0,0.0,0.0,,,,,,,,,,0.0,0.0,127.0963653,37.5141144,13
11110-28061,,지상,서울특별시 종로구 종로14길 30,4.0,0.0,0.0,,,,,,,,,,288.6943,0.0,126.9867555,37.5686912,13
