관리_건축물대장_PK,관리_상위_건축물대장_PK,새주소_지상지하_코드,주소,지상층수,지하층수,승강기_수,주건축물수,세대수,가구수,동명칭,호_명,층_구분_코드_x,층_구분_코드_y,층_번호,면적,용적율,주차_대수
11710-100226220,11710-100226203,지상,서울특별시 송파구 올림픽로 145,,,,,,,상가,5B24,지상,20.0,0.0,21.6,0.0,0.0
11710-100226221,11710-100226203,지상,서울특별시 송파구 올림픽로 145,,,,,,,상가,A17,지하,20.0,0.0,26.28,0.0,0.0
11650-16955,,지상,서울특별시 서초구 서초대로 331,6.0,1.0,1.0,,,,,,,,,,277.98,7.0
11710-100226256,11710-100226203,지상,서울특별시 송파구 올림픽로 145,,,,,,,상가,4B05,지상,40.0,0.0,1.068,0.0,0.0
11650-100288456,,지상,서울특별시 서초구 사임당로 158,5.0,3.0,3.0,,,,,,,,,,244.17,99.0
11680-1000000000000000399486,,지상,서울특별시 강남구 삼성로64길 49,6.0,0.0,1.0,,,,,,,,,,188.35,6.0
11710-100226570,11710-100226203,지상,서울특별시 송파구 올림픽로 145,,,,,,,상가,2A61,지상,40.0,0.0,11.9741,0.0,0.0
11710-100226569,11710-100226203,지상,서울특별시 송파구 올림픽로 145,,,,,,,상가,1A33,지상,40.0,0.0,0.4186,0.0,0.0
11200-19579,,지상,서울특별시 성동구 서울숲2길 11-13,2.0,1.0,0.0,,,,,,,,,,97.67,0.0
11710-18487,,지상,서울특별시 송파구 마천로 2,5.0,1.0,0.0,,,,,,,,,,0.0,6.0
11710-19447,,지상,서울특별시 송파구 백제고분로39길 36,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11710-100226494,11710-100226203,지상,서울특별시 송파구 올림픽로 145,,,,,,,상가,2A10,지상,10.0,1.0,11.87,0.0,0.0
11710-100226568,11710-100226203,지상,서울특별시 송파구 올림픽로 145,,,,,,,상가,1A30,지상,10.0,3.0,5.4403,0.0,0.0
11710-100226567,11710-100226203,지상,서울특별시 송파구 올림픽로 145,,,,,,,상가,1A29,지상,40.0,0.0,13.9488,0.0,0.0
11215-26419,,지상,서울특별시 광진구 능동로 243-1,5.0,1.0,1.0,,,,,,,,,,248.74,8.0
11215-1000000000000001524330,,지상,서울특별시 광진구 자양로42길 8,5.0,0.0,1.0,,,,,,,,,,221.45,4.0
11230-165,,지상,서울특별시 동대문구 장안벚꽃로 107,,,,25.0,2264.0,0.0,,,,,,,308.12,2990.0
11230-36524,,지상,서울특별시 동대문구 휘경로 33-6,2.0,1.0,0.0,,,,,,,,,,121.52,0.0
11230-10458,,지상,서울특별시 동대문구 난계로26길 69,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11500-22705,,지상,서울특별시 강서구 화곡로 241,3.0,1.0,0.0,,,,,,,,,,65.13,2.0
11530-100263887,,지상,서울특별시 구로구 연동로 197,5.0,2.0,1.0,,,,,,,,,,249.9,17.0
11200-4728,,지상,서울특별시 성동구 무학로10길 18-1,5.0,1.0,0.0,,,,,,,,,,249.41,5.0
11200-1000000000000001628885,,지상,서울특별시 성동구 왕십리로10길 9-2,8.0,2.0,1.0,,,,,,,,,,399.71,8.0
11200-399,,지상,송정동 73-36,,,,33.0,0.0,0.0,,,,,,,4.63,0.0
11500-100359654,,지상,서울특별시 강서구 방화대로31길 2,6.0,1.0,0.0,,,,,,,,,,248.74,6.0
11290-100191207,,지상,서울특별시 성북구 고려대로24길 3-28,6.0,0.0,1.0,,,,,,,,,,240.76,5.0
11500-11371,,지상,화곡동 1119-11,7.0,1.0,1.0,,,,,,,,,,0.0,10.0
11260-1000000000000001368525,,지상,서울특별시 중랑구 면목로45길 3-2,5.0,1.0,1.0,,,,,,,,,,250.79,3.0
11215-23626,,지상,서울특별시 광진구 동일로30길 49,1.0,0.0,0.0,,,,,,,,,,0.0,0.0
11215-15007,,지상,서울특별시 광진구 광나루로56길 85,39.0,6.0,34.0,,,,,,,,,,579.97,2184.0
11215-11231,,지상,서울특별시 광진구 자양로 246,3.0,1.0,0.0,,,,,,,,,,0.0,4.0
11530-100196298,,지상,서울특별시 구로구 부일로17길 5,3.0,0.0,0.0,,,,,,,,,,177.45,2.0
11530-1000000000000001560629,,지상,서울특별시 구로구 연동로13길 7,5.0,1.0,1.0,,,,,,,,,,183.931,11.0
11440-1000000000000001410251,,지상,서울특별시 마포구 성미산로23안길 20-12,3.0,0.0,0.0,,,,,,,,,,170.04,1.0
11215-13903,,지상,서울특별시 광진구 뚝섬로67가길 2,4.0,1.0,0.0,,,,,,,,,,0.0,2.0
11230-7366,,지상,서울특별시 동대문구 회기로13길 9,4.0,1.0,0.0,,,,,,,,,,185.72,4.0
11200-100248057,,지상,서울특별시 성동구 광나루로11길 20,5.0,0.0,1.0,,,,,,,,,,199.57,3.0
11200-10314,,지상,서울특별시 성동구 마조로 11,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11215-100189003,,지상,서울특별시 광진구 긴고랑로 60,6.0,0.0,1.0,,,,,,,,,,199.08,7.0
11200-12393,,지상,서울특별시 성동구 무수막길 95,3.0,1.0,0.0,,,,,,,,,,127.72,0.0
11260-100259630,,지상,서울특별시 중랑구 동일로91길 23,,,,5.0,453.0,0.0,,,,,,,299.99,557.0
11215-17104,,지상,서울특별시 광진구 능동로 31,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11740-17805,,지상,서울특별시 강동구 상암로5길 49,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11530-19348,,지상,서울특별시 구로구 경인로31길 98,5.0,1.0,0.0,,,,,,,,,,251.24,9.0
11545-100187097,11545-100186865,지상,서울특별시 금천구 가산디지털2로 53,,,,,,,한라시그마밸리,1803,지상,20.0,0.0,63.8,0.0,0.0
11530-6424,,지상,서울특별시 구로구 구로동로 10,4.0,1.0,0.0,,,,,,,,,,218.86,9.0
11230-14266,,지상,서울특별시 동대문구 회기로 121-1,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11740-100297902,,지상,서울특별시 강동구 고덕로83길 32,4.0,0.0,1.0,,,,,,,,,,189.73,3.0
11350-15078,,지상,서울특별시 노원구 동일로217가길 27,5.0,1.0,0.0,,,,,,,,,,288.49,6.0
11410-6132,,지상,서울특별시 서대문구 북아현로4가길 35-18,4.0,1.0,0.0,,,,,,,,,,198.13,13.0
11200-19596,,지상,서울특별시 성동구 서울숲2길 16-12,2.0,1.0,0.0,,,,,,,,,,114.45,1.0
11740-1000000000000001506387,,지상,서울특별시 강동구 성내로 17,7.0,2.0,1.0,,,,,,,,,,245.08,30.0
11230-35221,,지상,서울특별시 동대문구 장한로 124,4.0,1.0,0.0,,,,,,,,,,220.44,5.0
11140-6922,,지상,서울특별시 중구 창경궁로 28-28,4.0,1.0,0.0,,,,,,,,,,410.87,0.0
11710-13772,,지상,서울특별시 송파구 오금로11길 22,5.0,1.0,0.0,,,,,,,,,,0.0,7.0
11710-11426,,지상,서울특별시 송파구 거마로 47,5.0,1.0,0.0,,,,,,,,,,0.0,5.0
11290-100253538,,지상,서울특별시 성북구 돌곶이로8길 22,,,,15.0,1091.0,0.0,,,,,,,244.51,1308.0
11710-23870,,지상,서울특별시 송파구 동남로4길 31,3.0,1.0,0.0,,,,,,,,,,0.0,2.0
11710-22645,,지상,서울특별시 송파구 백제고분로41길 6-7,5.0,1.0,1.0,,,,,,,,,,198.2,5.0
11320-6165,,지상,서울특별시 도봉구 도당로13길 19,4.0,1.0,0.0,,,,,,,,,,0.0,0.0
11215-1000000000000001488056,,지상,서울특별시 광진구 천호대로 522,5.0,0.0,2.0,,,,,,,,,,158.41,9.0
11710-4835,,지상,서울특별시 송파구 올림픽로32길 58-7,3.0,1.0,0.0,,,,,,,,,,170.75,5.0
11320-13222,,지상,서울특별시 도봉구 덕릉로 239,4.0,1.0,0.0,,,,,,,,,,193.56,12.0
11710-100225874,11710-100225793,지상,서울특별시 송파구 올림픽로35길 10,,,,,,,상가B동,502,지상,20.0,1.0,42.24,0.0,0.0
11170-25570,,지상,서울특별시 용산구 원효로83길 5-8,2.0,1.0,0.0,,,,,,,,,,62.71,0.0
11560-27,,지상,영등포동4가 428-17,,,,2.0,0.0,1.0,,,,,,,0.0,0.0
11560-30676,,지상,서울특별시 영등포구 대림로 152,4.0,1.0,0.0,,,,,,,,,,213.93,9.0
11680-22488,,지상,서울특별시 강남구 논현로38길 46-3,4.0,1.0,0.0,,,,,,,,,,183.53,1.0
11620-1000000000000001629809,,지상,서울특별시 관악구 신림동5길 4-10,8.0,1.0,1.0,,,,,,,,,,390.16,0.0
11215-18080,,지상,서울특별시 광진구 자양로13길 80,3.0,1.0,0.0,,,,,,,,,,146.65,1.0
11620-7516,,지상,서울특별시 관악구 남부순환로 1784,3.0,1.0,0.0,,,,,,,,,,86.75,0.0
11620-5380,,지상,서울특별시 관악구 신림로 148,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11545-652,,지상,서울특별시 금천구 가산디지털1로 42,,,,7.0,0.0,0.0,,,,,,,136.78,145.0
11620-14463,,지상,서울특별시 관악구 난곡로26길 34,4.0,1.0,0.0,,,,,,,,,,213.83,4.0
11620-175,,지상,서울특별시 관악구 청룡16길 25,,,,3.0,0.0,0.0,,,,,,,119.53,75.0
11620-20364,,지상,서울특별시 관악구 남부순환로 1594-1,3.0,1.0,0.0,,,,,,,,,,152.17,0.0
11620-22055,,지상,서울특별시 관악구 관악로 165,10.0,3.0,1.0,,,,,,,,,,464.49,16.0
11650-12367,,지상,서울특별시 서초구 서래로5길 34,2.0,1.0,0.0,,,,,,,,,,94.69,1.0
11560-100264588,,지상,서울특별시 영등포구 도림로 144,7.0,4.0,3.0,,,,,,,,,,359.92,99.0
11650-1000000000000001475292,,지상,서울특별시 서초구 방배중앙로 181,4.0,2.0,1.0,,,,,,,,,,198.83,14.0
11290-100200497,11290-100200393,지상,서울특별시 성북구 길음로13길 22,0.0,3.0,3.0,,,,,,,,,,0.0,0.0
11530-9503,,지상,서울특별시 구로구 중앙로 77,2.0,1.0,0.0,,,,,,,,,,106.62,3.0
11620-31634,,지상,서울특별시 관악구 신림로 311,4.0,1.0,1.0,,,,,,,,,,222.55,0.0
11590-100260373,,지상,서울특별시 동작구 상도로 360,5.0,1.0,1.0,,,,,,,,,,241.21,5.0
11440-4569,,지상,서울특별시 마포구 신촌로 230,5.0,1.0,0.0,,,,,,,,,,0.0,0.0
11440-11994,,지상,서울특별시 마포구 토정로31길 57-14,1.0,0.0,0.0,,,,,,,,,,0.0,0.0
11305-12336,,지상,서울특별시 강북구 삼양로 168,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11305-24788,11305-285,지상,서울특별시 강북구 인수봉로 135,3.0,0.0,0.0,,,,,,,,,,89.64,2.0
11305-29964,,지상,서울특별시 강북구 삼양로141길 4,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11620-100195239,,지상,서울특별시 관악구 신림로64길 39,9.0,0.0,1.0,,,,,,,,,,478.85,7.0
11440-27765,,지상,서울특별시 마포구 성미산로31길 11,1.0,1.0,0.0,,,,,,,,,,0.0,0.0
11440-100266843,,지상,서울특별시 마포구 월드컵북로48길 29-5,8.0,2.0,1.0,,,,,,,,,,249.54,32.0
11590-22183,,지상,서울특별시 동작구 동작대로17길 6-5,6.0,0.0,0.0,,,,,,,,,,295.49,3.0
11500-14540,,지상,서울특별시 강서구 강서로10길 5,1.0,1.0,0.0,,,,,,,,,,51.4,0.0
11440-1000000000000001623119,,지상,서울특별시 마포구 토정로4길 14,3.0,0.0,0.0,,,,,,,,,,140.65,0.0
11500-7707,,지상,서울특별시 강서구 곰달래로 154,4.0,1.0,0.0,,,,,,,,,,176.17,4.0
11380-100251598,11380-100251437,지상,서울특별시 은평구 연서로46길 7,1.0,0.0,0.0,,,,,,,,,,0.0,0.0
11590-30771,,지상,서울특별시 동작구 대림로 40-1,3.0,1.0,0.0,,,,,,,,,,153.6,2.0
11560-13732,11560-498,지상,문래동2가 30-1,1.0,0.0,0.0,,,,,,,,,,0.0,0.0
11500-23095,,지상,서울특별시 강서구 까치산로4길 10,2.0,0.0,0.0,,,,,,,,,,0.0,0.0
11500-23294,,지상,서울특별시 강서구 까치산로4길 21,5.0,1.0,0.0,,,,,,,,,,257.18,8.0
11500-23759,,지상,서울특별시 강서구 강서로45라길 55,5.0,0.0,0.0,,,,,,,,,,276.51,5.0
11500-27094,,지상,서울특별시 강서구 강서로 26,3.0,1.0,0.0,,,,,,,,,,141.62,3.0
11590-19782,,지상,서울특별시 동작구 동작대로23길 15,5.0,1.0,0.0,,,,,,,,,,258.21,5.0
11170-12549,,지상,서울특별시 용산구 보광로 128,6.0,1.0,0.0,,,,,,,,,,258.09,4.0
11680-11992,,지상,서울특별시 강남구 도산대로81길 19,7.0,1.0,1.0,,,,,,,,,,279.36,7.0
11680-12115,,지상,서울특별시 강남구 도산대로75길 28,6.0,1.0,1.0,,,,,,,,,,215.29,6.0
11680-13614,,지상,서울특별시 강남구 봉은사로68길 11,5.0,1.0,0.0,,,,,,,,,,276.8,8.0
11680-11474,,지상,서울특별시 강남구 논현로71길 21,5.0,1.0,1.0,,,,,,,,,,0.0,0.0
11710-14642,,지상,잠실동 27-10,2.0,0.0,0.0,,,,,,,,,,0.0,0.0
11110-28061,,지상,서울특별시 종로구 종로14길 30,4.0,0.0,0.0,,,,,,,,,,288.6943,0.0
11230-26720,,지상,서울특별시 동대문구 한천로4길 13-2,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11290-100273131,,지상,서울특별시 성북구 보문로29길 119,5.0,1.0,1.0,,,,,,,,,,198.84,8.0
11290-1815,,지상,서울특별시 성북구 선잠로2라길 33,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11440-28940,,지상,서울특별시 마포구 성미산로15길 68,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11380-26977,,지상,서울특별시 은평구 응암로9길 6-13,5.0,1.0,0.0,,,,,,,,,,0.0,0.0
11380-21553,,지상,서울특별시 은평구 연서로 194,5.0,0.0,1.0,,,,,,,,,,214.22,2.0
11380-20400,,지상,서울특별시 은평구 역말로 110,2.0,1.0,0.0,,,,,,,,,,95.58,0.0
11440-1000000000000000880747,,지상,서울특별시 마포구 성암로15길 20,6.0,1.0,1.0,,,,,,,,,,245.23,7.0
11440-1000000000000001431129,,지상,서울특별시 마포구 성미산로 173,5.0,1.0,1.0,,,,,,,,,,196.14,5.0
11440-1000000000000001642574,,지상,서울특별시 마포구 양화로8길 26,4.0,1.0,1.0,,,,,,,,,,194.33,4.0
11200-23335,,지상,서울특별시 성동구 송정길 50,3.0,1.0,0.0,,,,,,,,,,170.74,1.0
11680-100198896,,지상,서울특별시 강남구 언주로106길 21,4.0,1.0,1.0,,,,,,,,,,143.37,14.0
11440-23643,,지상,서울특별시 마포구 독막로 5,4.0,2.0,1.0,,,,,,,,,,152.33,33.0
11440-23611,,지상,서울특별시 마포구 독막로5길 5,5.0,1.0,0.0,,,,,,,,,,239.3,5.0
11440-22959,,지상,서울특별시 마포구 독막로 14,4.0,1.0,0.0,,,,,,,,,,190.75,0.0
11440-16986,,지상,서울특별시 마포구 와우산로 148,7.0,4.0,1.0,,,,,,,,,,289.7392,9.0
11440-11924,,지상,서울특별시 마포구 독막로 261,4.0,1.0,0.0,,,,,,,,,,0.0,0.0
11320-12632,,지상,서울특별시 도봉구 도봉로134길 5,5.0,1.0,0.0,,,,,,,,,,210.44,0.0
11350-6218,,지상,서울특별시 노원구 동일로 1027,5.0,1.0,1.0,,,,,,,,,,226.79,5.0
11710-100221854,11710-100221750,지상,서울특별시 송파구 올림픽로 435,,,,,,,305동,2604,지상,20.0,1.0,23.1,0.0,0.0
11290-43319,,지상,서울특별시 성북구 화랑로 242,5.0,1.0,1.0,,,,,,,,,,220.57,32.0
11620-100192295,,지상,서울특별시 관악구 난곡로 303,5.0,0.0,1.0,,,,,,,,,,224.98,4.0
11215-7480,,지상,서울특별시 광진구 동일로 334,3.0,1.0,0.0,,,,,,,,,,133.18,4.0
11680-1000000000000001410547,,지상,서울특별시 강남구 선릉로158길 13-14,5.0,3.0,1.0,,,,,,,,,,199.11,10.0
11305-15497,,지상,서울특별시 강북구 도봉로 350,8.0,2.0,1.0,,,,,,,,,,413.82,14.0
11620-12933,,지상,서울특별시 관악구 남부순환로 1633,8.0,1.0,1.0,,,,,,,,,,456.56,2.0
11710-100217544,11710-100217492,지상,서울특별시 송파구 올림픽로 435,,,,,,,310동,1304,지상,40.0,0.0,11.04,0.0,0.0
11305-7074,,지상,서울특별시 강북구 솔샘로 335,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11680-12686,,지상,서울특별시 강남구 선릉로162길 12,5.0,1.0,1.0,,,,,,,,,,223.43,6.0
11305-1988,,지상,서울특별시 강북구 도봉로10길 32,4.0,1.0,0.0,,,,,,,,,,0.0,0.0
11650-1000000000000001553680,,지상,서울특별시 서초구 서초대로50길 30,7.0,3.0,2.0,,,,,,,,,,249.16,30.0
11410-14751,,지상,서울특별시 서대문구 연희로 227,4.0,3.0,0.0,,,,,,,,,,166.13,12.0
11410-12740,,지상,서울특별시 서대문구 신촌로 73,8.0,3.0,3.0,,,,,,,,,,415.71,39.0
11290-24799,,지상,서울특별시 성북구 삼양로13길 51,2.0,1.0,0.0,,,,,,,,,,75.08,4.0
11170-12113,,지상,서울특별시 용산구 이촌로 248,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11410-12353,,지상,서울특별시 서대문구 연세로12길 20,5.0,2.0,0.0,,,,,,,,,,297.42,6.0
11560-17965,11560-181,지상,서울특별시 영등포구 양평로30가길 19,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11680-6908,,지상,서울특별시 강남구 테헤란로 121,15.0,3.0,2.0,,,,,,,,,,774.42,72.0
11680-18323,,지상,서울특별시 강남구 강남대로156길 8,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11680-24352,,지상,서울특별시 강남구 논현로 429,4.0,0.0,1.0,,,,,,,,,,211.26,6.0
11290-24795,,지상,서울특별시 성북구 동소문로 258,3.0,1.0,0.0,,,,,,,,,,60.64,0.0
11230-21414,,지상,서울특별시 동대문구 휘경로 8,4.0,1.0,0.0,,,,,,,,,,0.0,2.0
11440-100245358,,지상,서울특별시 마포구 동교로38안길 13,4.0,0.0,0.0,,,,,,,,,,196.54,0.0
11320-82,,지상,서울특별시 도봉구 노해로63길 75,,,,5.0,205.0,0.0,,,,,,,291.6,247.0
11290-100221332,,지상,서울특별시 성북구 정릉로 448-11,6.0,0.0,1.0,,,,,,,,,,224.49,5.0
11320-6801,,지상,서울특별시 도봉구 도봉로 727-1,6.0,1.0,1.0,,,,,,,,,,236.98,16.0
11320-4998,,지상,서울특별시 도봉구 도봉로 575,7.0,4.0,3.0,,,,,,,,,,335.26,163.0
11710-100528762,,지상,서울특별시 송파구 새말로8길 23,5.0,1.0,1.0,,,,,,,,,,198.9,12.0
11290-100242965,,지상,서울특별시 성북구 보국문로18가길 16,4.0,1.0,1.0,,,,,,,,,,199.88,3.0
11650-15530,,지상,서울특별시 서초구 효령로 221,5.0,1.0,1.0,,,,,,,,,,186.51,8.0
11290-100259611,,지상,서울특별시 성북구 숭인로 50,,,,27.0,2352.0,0.0,,,,,,,299.9,2610.0
11680-1000000000000001639923,,지상,서울특별시 강남구 선릉로125길 5-6,5.0,1.0,1.0,,,,,,,,,,199.8092,5.0
11680-10517,,지상,서울특별시 강남구 논현로164길 19,2.0,1.0,0.0,,,,,,,,,,99.92,2.0
11680-100185409,,지상,서울특별시 강남구 테헤란로25길 26,4.0,1.0,1.0,,,,,,,,,,172.14,4.0
11740-14210,,지상,서울특별시 강동구 구천면로 376,6.0,1.0,1.0,,,,,,,,,,286.39,7.0
11680-6502,,지상,서울특별시 강남구 선릉로119길 5,5.0,1.0,1.0,,,,,,,,,,199.9826,5.0
11680-1000000000000001263657,,지상,서울특별시 강남구 선릉로135길 17-4,5.0,1.0,1.0,,,,,,,,,,199.87,4.0
11650-13445,,지상,서울특별시 서초구 서초중앙로 230,5.0,2.0,1.0,,,,,,,,,,237.5328,0.0
11680-100196107,,지상,서울특별시 강남구 역삼로 413,7.0,2.0,1.0,,,,,,,,,,249.79,25.0
11680-100202588,,지상,서울특별시 강남구 도곡로17길 23,4.0,1.0,0.0,,,,,,,,,,199.78,6.0
11410-10832,,지상,서울특별시 서대문구 신촌로 185,2.0,0.0,0.0,,,,,,,,,,0.0,0.0
11680-100263410,,지상,서울특별시 강남구 역삼로 460-2,7.0,1.0,1.0,,,,,,,,,,249.14,7.0
11680-100295824,,지상,서울특별시 강남구 선릉로135길 14-4,4.0,2.0,1.0,,,,,,,,,,176.42,6.0
11680-11090,,지상,서울특별시 강남구 테헤란로 109,10.0,2.0,0.0,,,,,,,,,,496.81,27.0
11650-8555,,지상,서울특별시 서초구 강남대로23길 64,5.0,1.0,0.0,,,,,,,,,,238.95,5.0
11650-7928,,지상,서울특별시 서초구 강남대로34길 68,5.0,1.0,0.0,,,,,,,,,,221.27,4.0
11650-2929,,지상,서울특별시 서초구 동광로10길 27-7,5.0,1.0,0.0,,,,,,,,,,219.8415,0.0
11710-100232397,11710-100225793,지상,서울특별시 송파구 올림픽로35길 10,,,,,,,상가B동,505-1,지상,40.0,0.0,34.06,0.0,0.0
11710-100232398,11710-100225793,지상,서울특별시 송파구 올림픽로35길 10,,,,,,,상가B동,505-2,지상,40.0,0.0,3.21,0.0,0.0
11680-4765,,지상,서울특별시 강남구 남부순환로378길 34,5.0,1.0,0.0,,,,,,,,,,236.11,4.0
11545-6313,,지상,서울특별시 금천구 시흥대로 47-9,2.0,0.0,0.0,,,,,,,,,,21.6,8.0
11680-12683,,지상,서울특별시 강남구 강남대로 416,6.0,2.0,1.0,,,,,,,,,,297.63,27.0
11380-31567,,지상,서울특별시 은평구 진흥로1길 20-15,1.0,1.0,0.0,,,,,,,,,,0.0,0.0
11380-8394,,지상,불광동 310-248,2.0,0.0,0.0,,,,,,,,,,0.0,0.0
11380-38135,,지상,서울특별시 은평구 증산서길 64-8,4.0,1.0,0.0,,,,,,,,,,169.19,5.0
11140-1000000000000001446091,,지상,서울특별시 중구 난계로17길 54,5.0,0.0,1.0,,,,,,,,,,288.59,1.0
11290-100214312,,지상,서울특별시 성북구 정릉로52길 23,5.0,1.0,1.0,,,,,,,,,,245.11,4.0
11215-9285,,지상,서울특별시 광진구 천호대로 576,4.0,1.0,1.0,,,,,,,,,,192.16,6.0
11260-24689,,지상,서울특별시 중랑구 공릉로 50,1.0,0.0,0.0,,,,,,,,,,0.0,0.0
11290-38296,,지상,장위동 237-214,3.0,1.0,0.0,,,,,,,,,,0.0,2.0
11260-16720,,지상,서울특별시 중랑구 상봉중앙로 42,4.0,1.0,0.0,,,,,,,,,,187.38,4.0
11530-536,,지상,구로동 317-22,,,,1.0,0.0,2.0,,,,,,,0.0,0.0
11650-12642,,지상,서울특별시 서초구 주흥16길 25,5.0,1.0,0.0,,,,,,,,,,212.78,4.0
11380-23776,,지상,서울특별시 은평구 은평로8길 18,5.0,1.0,0.0,,,,,,,,,,0.0,0.0
11230-100208324,,지상,서울특별시 동대문구 약령시로14길 43,1.0,0.0,0.0,,,,,,,,,,55.88,0.0
11170-9719,,지상,서울특별시 용산구 한강대로53길 2-7,1.0,1.0,0.0,,,,,,,,,,0.0,0.0
11230-1256,,지상,청량리동 1-1,,,,0.0,0.0,0.0,,,,,,,0.0,80.0
11350-12111,,지상,서울특별시 노원구 동일로241가길 17,4.0,1.0,0.0,,,,,,,,,,0.0,2.0
11350-11852,,지상,서울특별시 노원구 한글비석로 250,8.0,3.0,2.0,,,,,,,,,,467.81,67.0
11350-4322,11350-307,지상,서울특별시 노원구 동일로231길 17,1.0,0.0,0.0,,,,,,,,,,0.0,0.0
11380-8346,,지상,서울특별시 은평구 연서로 247,2.0,0.0,0.0,,,,,,,,,,0.0,0.0
11380-3849,,지상,서울특별시 은평구 서오릉로 38,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11440-1000000000000001609264,11440-100189233,지상,서울특별시 마포구 모래내로 87,1.0,0.0,0.0,,,,,,,,,,0.0,0.0
11110-100187671,,지상,서울특별시 종로구 세종대로 175,,,,3.0,0.0,0.0,,,,,,,71.2257,0.0
11320-1000000000000001610711,,지상,서울특별시 도봉구 덕릉로60자길 17,2.0,0.0,0.0,,,,,,,,,,102.8,1.0
11440-22944,,지상,서울특별시 마포구 독막로6길 8,4.0,1.0,0.0,,,,,,,,,,204.21,4.0
11440-22814,,지상,서울특별시 마포구 어울마당로 19,5.0,1.0,0.0,,,,,,,,,,0.0,0.0
11380-31976,,지상,서울특별시 은평구 역말로 6,3.0,1.0,0.0,,,,,,,,,,127.09,5.0
11590-7618,,지상,서울특별시 동작구 상도로 317,3.0,1.0,0.0,,,,,,,,,,143.63,0.0
